block_id,split,country,city,top_left_row,top_left_col,top_left_patch_id,top_left_coarse_label,top_right_patch_id,top_right_coarse_label,bottom_left_patch_id,bottom_left_coarse_label,bottom_right_patch_id,bottom_right_coarse_label,n_valid,n_built,all_four_valid,has_built_up,use_for_block_training,is_tiling_anchor,use_for_tiling_eval
Italy_Milan_r023_c003_2x2,train,Italy,Milan,23,3,Italy_Milan_r023_c003_x480_y3680_s160,0,Italy_Milan_r023_c004_x640_y3680_s160,0,Italy_Milan_r024_c003_x480_y3731_s160,0,Italy_Milan_r024_c004_x640_y3731_s160,0,0,0,false,false,false,false,false
Italy_Milan_r023_c004_2x2,train,Italy,Milan,23,4,Italy_Milan_r023_c004_x640_y3680_s160,0,Italy_Milan_r023_c005_x800_y3680_s160,0,Italy_Milan_r024_c004_x640_y3731_s160,0,Italy_Milan_r024_c005_x800_y3731_s160,0,0,0,false,false,false,false,false
Italy_Milan_r023_c005_2x2,train,Italy,Milan,23,5,Italy_Milan_r023_c005_x800_y3680_s160,0,Italy_Milan_r023_c006_x960_y3680_s160,0,Italy_Milan_r024_c005_x800_y3731_s160,0,Italy_Milan_r024_c006_x960_y3731_s160,0,0,0,false,false,false,false,false
Italy_Milan_r023_c006_2x2,train,Italy,Milan,23,6,Italy_Milan_r023_c006_x960_y3680_s160,0,Italy_Milan_r023_c007_x1120_y3680_s160,0,Italy_Milan_r024_c006_x960_y3731_s160,0,Italy_Milan_r024_c007_x1120_y3731_s160,0,0,0,false,false,false,false,false
Italy_Milan_r023_c007_2x2,train,Italy,Milan,23,7,Italy_Milan_r023_c007_x1120_y3680_s160,0,Italy_Milan_r023_c008_x1280_y3680_s160,0,Italy_Milan_r024_c007_x1120_y3731_s160,0,Italy_Milan_r024_c008_x1280_y3731_s160,0,0,0,false,false,false,false,false
Italy_Milan_r023_c008_2x2,train,Italy,Milan,23,8,Italy_Milan_r023_c008_x1280_y3680_s160,0,Italy_Milan_r023_c009_x1440_y3680_s160,0,Italy_Milan_r024_c008_x1280_y3731_s160,0,Italy_Milan_r024_c009_x1440_y3731_s160,0,0,0,false,false,false,false,false
Italy_Milan_r023_c009_2x2,train,Italy,Milan,23,9,Italy_Milan_r023_c009_x1440_y3680_s160,0,Italy_Milan_r023_c010_x1600_y3680_s160,3,Italy_Milan_r024_c009_x1440_y3731_s160,0,Italy_Milan_r024_c010_x1600_y3731_s160,3,2,2,false,true,false,false,false
Italy_Milan_r023_c010_2x2,train,Italy,Milan,23,10,Italy_Milan_r023_c010_x1600_y3680_s160,3,Italy_Milan_r023_c011_x1760_y3680_s160,3,Italy_Milan_r024_c010_x1600_y3731_s160,3,Italy_Milan_r024_c011_x1760_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c011_2x2,train,Italy,Milan,23,11,Italy_Milan_r023_c011_x1760_y3680_s160,3,Italy_Milan_r023_c012_x1920_y3680_s160,3,Italy_Milan_r024_c011_x1760_y3731_s160,3,Italy_Milan_r024_c012_x1920_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c012_2x2,train,Italy,Milan,23,12,Italy_Milan_r023_c012_x1920_y3680_s160,3,Italy_Milan_r023_c013_x2080_y3680_s160,3,Italy_Milan_r024_c012_x1920_y3731_s160,3,Italy_Milan_r024_c013_x2080_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c013_2x2,train,Italy,Milan,23,13,Italy_Milan_r023_c013_x2080_y3680_s160,3,Italy_Milan_r023_c014_x2240_y3680_s160,3,Italy_Milan_r024_c013_x2080_y3731_s160,3,Italy_Milan_r024_c014_x2240_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c014_2x2,train,Italy,Milan,23,14,Italy_Milan_r023_c014_x2240_y3680_s160,3,Italy_Milan_r023_c015_x2400_y3680_s160,3,Italy_Milan_r024_c014_x2240_y3731_s160,3,Italy_Milan_r024_c015_x2400_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c015_2x2,train,Italy,Milan,23,15,Italy_Milan_r023_c015_x2400_y3680_s160,3,Italy_Milan_r023_c016_x2560_y3680_s160,3,Italy_Milan_r024_c015_x2400_y3731_s160,3,Italy_Milan_r024_c016_x2560_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c016_2x2,train,Italy,Milan,23,16,Italy_Milan_r023_c016_x2560_y3680_s160,3,Italy_Milan_r023_c017_x2720_y3680_s160,3,Italy_Milan_r024_c016_x2560_y3731_s160,3,Italy_Milan_r024_c017_x2720_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c017_2x2,train,Italy,Milan,23,17,Italy_Milan_r023_c017_x2720_y3680_s160,3,Italy_Milan_r023_c018_x2880_y3680_s160,3,Italy_Milan_r024_c017_x2720_y3731_s160,3,Italy_Milan_r024_c018_x2880_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c018_2x2,train,Italy,Milan,23,18,Italy_Milan_r023_c018_x2880_y3680_s160,3,Italy_Milan_r023_c019_x3040_y3680_s160,3,Italy_Milan_r024_c018_x2880_y3731_s160,3,Italy_Milan_r024_c019_x3040_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c019_2x2,train,Italy,Milan,23,19,Italy_Milan_r023_c019_x3040_y3680_s160,3,Italy_Milan_r023_c020_x3200_y3680_s160,3,Italy_Milan_r024_c019_x3040_y3731_s160,3,Italy_Milan_r024_c020_x3200_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c020_2x2,train,Italy,Milan,23,20,Italy_Milan_r023_c020_x3200_y3680_s160,3,Italy_Milan_r023_c021_x3360_y3680_s160,4,Italy_Milan_r024_c020_x3200_y3731_s160,3,Italy_Milan_r024_c021_x3360_y3731_s160,4,4,4,true,true,true,false,false
Italy_Milan_r023_c021_2x2,train,Italy,Milan,23,21,Italy_Milan_r023_c021_x3360_y3680_s160,4,Italy_Milan_r023_c022_x3520_y3680_s160,3,Italy_Milan_r024_c021_x3360_y3731_s160,4,Italy_Milan_r024_c022_x3520_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c022_2x2,train,Italy,Milan,23,22,Italy_Milan_r023_c022_x3520_y3680_s160,3,Italy_Milan_r023_c023_x3680_y3680_s160,3,Italy_Milan_r024_c022_x3520_y3731_s160,3,Italy_Milan_r024_c023_x3680_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c023_2x2,train,Italy,Milan,23,23,Italy_Milan_r023_c023_x3680_y3680_s160,3,Italy_Milan_r023_c024_x3840_y3680_s160,3,Italy_Milan_r024_c023_x3680_y3731_s160,3,Italy_Milan_r024_c024_x3840_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c024_2x2,train,Italy,Milan,23,24,Italy_Milan_r023_c024_x3840_y3680_s160,3,Italy_Milan_r023_c025_x4000_y3680_s160,3,Italy_Milan_r024_c024_x3840_y3731_s160,3,Italy_Milan_r024_c025_x4000_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c025_2x2,train,Italy,Milan,23,25,Italy_Milan_r023_c025_x4000_y3680_s160,3,Italy_Milan_r023_c026_x4160_y3680_s160,3,Italy_Milan_r024_c025_x4000_y3731_s160,3,Italy_Milan_r024_c026_x4160_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c026_2x2,train,Italy,Milan,23,26,Italy_Milan_r023_c026_x4160_y3680_s160,3,Italy_Milan_r023_c027_x4320_y3680_s160,3,Italy_Milan_r024_c026_x4160_y3731_s160,3,Italy_Milan_r024_c027_x4320_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c027_2x2,train,Italy,Milan,23,27,Italy_Milan_r023_c027_x4320_y3680_s160,3,Italy_Milan_r023_c028_x4480_y3680_s160,3,Italy_Milan_r024_c027_x4320_y3731_s160,3,Italy_Milan_r024_c028_x4480_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c028_2x2,train,Italy,Milan,23,28,Italy_Milan_r023_c028_x4480_y3680_s160,3,Italy_Milan_r023_c029_x4640_y3680_s160,3,Italy_Milan_r024_c028_x4480_y3731_s160,3,Italy_Milan_r024_c029_x4640_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c029_2x2,train,Italy,Milan,23,29,Italy_Milan_r023_c029_x4640_y3680_s160,3,Italy_Milan_r023_c030_x4800_y3680_s160,3,Italy_Milan_r024_c029_x4640_y3731_s160,3,Italy_Milan_r024_c030_x4800_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c030_2x2,train,Italy,Milan,23,30,Italy_Milan_r023_c030_x4800_y3680_s160,3,Italy_Milan_r023_c031_x4960_y3680_s160,3,Italy_Milan_r024_c030_x4800_y3731_s160,3,Italy_Milan_r024_c031_x4960_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c031_2x2,train,Italy,Milan,23,31,Italy_Milan_r023_c031_x4960_y3680_s160,3,Italy_Milan_r023_c032_x5120_y3680_s160,3,Italy_Milan_r024_c031_x4960_y3731_s160,3,Italy_Milan_r024_c032_x5120_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c032_2x2,train,Italy,Milan,23,32,Italy_Milan_r023_c032_x5120_y3680_s160,3,Italy_Milan_r023_c033_x5280_y3680_s160,3,Italy_Milan_r024_c032_x5120_y3731_s160,3,Italy_Milan_r024_c033_x5280_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c033_2x2,train,Italy,Milan,23,33,Italy_Milan_r023_c033_x5280_y3680_s160,3,Italy_Milan_r023_c034_x5440_y3680_s160,3,Italy_Milan_r024_c033_x5280_y3731_s160,3,Italy_Milan_r024_c034_x5440_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c034_2x2,train,Italy,Milan,23,34,Italy_Milan_r023_c034_x5440_y3680_s160,3,Italy_Milan_r023_c035_x5600_y3680_s160,3,Italy_Milan_r024_c034_x5440_y3731_s160,3,Italy_Milan_r024_c035_x5600_y3731_s160,3,4,4,true,true,true,false,false
Italy_Milan_r023_c035_2x2,train,Italy,Milan,23,35,Italy_Milan_r023_c035_x5600_y3680_s160,3,Italy_Milan_r023_c036_x5732_y3680_s160,3,Italy_Milan_r024_c035_x5600_y3731_s160,3,Italy_Milan_r024_c036_x5732_y3731_s160,3,4,4,true,true,true,false,false
Italy_Modena_r000_c000_2x2,train,Italy,Modena,0,0,Italy_Modena_r000_c000_x0_y0_s160,3,Italy_Modena_r000_c001_x160_y0_s160,3,Italy_Modena_r001_c000_x0_y160_s160,3,Italy_Modena_r001_c001_x160_y160_s160,3,4,4,true,true,true,true,true
Italy_Modena_r000_c001_2x2,train,Italy,Modena,0,1,Italy_Modena_r000_c001_x160_y0_s160,3,Italy_Modena_r000_c002_x320_y0_s160,3,Italy_Modena_r001_c001_x160_y160_s160,3,Italy_Modena_r001_c002_x320_y160_s160,3,4,4,true,true,true,false,false
Italy_Modena_r000_c002_2x2,train,Italy,Modena,0,2,Italy_Modena_r000_c002_x320_y0_s160,3,Italy_Modena_r000_c003_x480_y0_s160,3,Italy_Modena_r001_c002_x320_y160_s160,3,Italy_Modena_r001_c003_x480_y160_s160,3,4,4,true,true,true,true,true
Italy_Modena_r000_c003_2x2,train,Italy,Modena,0,3,Italy_Modena_r000_c003_x480_y0_s160,3,Italy_Modena_r000_c004_x640_y0_s160,3,Italy_Modena_r001_c003_x480_y160_s160,3,Italy_Modena_r001_c004_x640_y160_s160,3,4,4,true,true,true,false,false
Italy_Modena_r000_c004_2x2,train,Italy,Modena,0,4,Italy_Modena_r000_c004_x640_y0_s160,3,Italy_Modena_r000_c005_x800_y0_s160,3,Italy_Modena_r001_c004_x640_y160_s160,3,Italy_Modena_r001_c005_x800_y160_s160,3,4,4,true,true,true,true,true
Italy_Modena_r000_c005_2x2,train,Italy,Modena,0,5,Italy_Modena_r000_c005_x800_y0_s160,3,Italy_Modena_r000_c006_x960_y0_s160,3,Italy_Modena_r001_c005_x800_y160_s160,3,Italy_Modena_r001_c006_x960_y160_s160,4,4,4,true,true,true,false,false
Italy_Modena_r000_c006_2x2,train,Italy,Modena,0,6,Italy_Modena_r000_c006_x960_y0_s160,3,Italy_Modena_r000_c007_x1120_y0_s160,3,Italy_Modena_r001_c006_x960_y160_s160,4,Italy_Modena_r001_c007_x1120_y160_s160,4,4,4,true,true,true,true,true
Italy_Modena_r000_c007_2x2,train,Italy,Modena,0,7,Italy_Modena_r000_c007_x1120_y0_s160,3,Italy_Modena_r000_c008_x1280_y0_s160,3,Italy_Modena_r001_c007_x1120_y160_s160,4,Italy_Modena_r001_c008_x1280_y160_s160,3,4,4,true,true,true,false,false
Italy_Modena_r000_c008_2x2,train,Italy,Modena,0,8,Italy_Modena_r000_c008_x1280_y0_s160,3,Italy_Modena_r000_c009_x1440_y0_s160,3,Italy_Modena_r001_c008_x1280_y160_s160,3,Italy_Modena_r001_c009_x1440_y160_s160,3,4,4,true,true,true,true,true
Italy_Modena_r000_c009_2x2,train,Italy,Modena,0,9,Italy_Modena_r000_c009_x1440_y0_s160,3,Italy_Modena_r000_c010_x1600_y0_s160,3,Italy_Modena_r001_c009_x1440_y160_s160,3,Italy_Modena_r001_c010_x1600_y160_s160,3,4,4,true,true,true,false,false
Italy_Modena_r000_c010_2x2,train,Italy,Modena,0,10,Italy_Modena_r000_c010_x1600_y0_s160,3,Italy_Modena_r000_c011_x1606_y0_s160,3,Italy_Modena_r001_c010_x1600_y160_s160,3,Italy_Modena_r001_c011_x1606_y160_s160,3,4,4,true,true,true,true,true
Italy_Modena_r001_c000_2x2,train,Italy,Modena,1,0,Italy_Modena_r001_c000_x0_y160_s160,3,Italy_Modena_r001_c001_x160_y160_s160,3,Italy_Modena_r002_c000_x0_y320_s160,3,Italy_Modena_r002_c001_x160_y320_s160,3,4,4,true,true,true,false,false
Italy_Modena_r001_c001_2x2,train,Italy,Modena,1,1,Italy_Modena_r001_c001_x160_y160_s160,3,Italy_Modena_r001_c002_x320_y160_s160,3,Italy_Modena_r002_c001_x160_y320_s160,3,Italy_Modena_r002_c002_x320_y320_s160,3,4,4,true,true,true,false,false
Italy_Modena_r001_c002_2x2,train,Italy,Modena,1,2,Italy_Modena_r001_c002_x320_y160_s160,3,Italy_Modena_r001_c003_x480_y160_s160,3,Italy_Modena_r002_c002_x320_y320_s160,3,Italy_Modena_r002_c003_x480_y320_s160,3,4,4,true,true,true,false,false
Italy_Modena_r001_c003_2x2,train,Italy,Modena,1,3,Italy_Modena_r001_c003_x480_y160_s160,3,Italy_Modena_r001_c004_x640_y160_s160,3,Italy_Modena_r002_c003_x480_y320_s160,3,Italy_Modena_r002_c004_x640_y320_s160,4,4,4,true,true,true,false,false
Italy_Modena_r001_c004_2x2,train,Italy,Modena,1,4,Italy_Modena_r001_c004_x640_y160_s160,3,Italy_Modena_r001_c005_x800_y160_s160,3,Italy_Modena_r002_c004_x640_y320_s160,4,Italy_Modena_r002_c005_x800_y320_s160,4,4,4,true,true,true,false,false
Italy_Modena_r001_c005_2x2,train,Italy,Modena,1,5,Italy_Modena_r001_c005_x800_y160_s160,3,Italy_Modena_r001_c006_x960_y160_s160,4,Italy_Modena_r002_c005_x800_y320_s160,4,Italy_Modena_r002_c006_x960_y320_s160,4,4,4,true,true,true,false,false
Italy_Modena_r001_c006_2x2,train,Italy,Modena,1,6,Italy_Modena_r001_c006_x960_y160_s160,4,Italy_Modena_r001_c007_x1120_y160_s160,4,Italy_Modena_r002_c006_x960_y320_s160,4,Italy_Modena_r002_c007_x1120_y320_s160,4,4,4,true,true,true,false,false
Italy_Modena_r001_c007_2x2,train,Italy,Modena,1,7,Italy_Modena_r001_c007_x1120_y160_s160,4,Italy_Modena_r001_c008_x1280_y160_s160,3,Italy_Modena_r002_c007_x1120_y320_s160,4,Italy_Modena_r002_c008_x1280_y320_s160,3,4,4,true,true,true,false,false
Italy_Modena_r001_c008_2x2,train,Italy,Modena,1,8,Italy_Modena_r001_c008_x1280_y160_s160,3,Italy_Modena_r001_c009_x1440_y160_s160,3,Italy_Modena_r002_c008_x1280_y320_s160,3,Italy_Modena_r002_c009_x1440_y320_s160,3,4,4,true,true,true,false,false
Italy_Modena_r001_c009_2x2,train,Italy,Modena,1,9,Italy_Modena_r001_c009_x1440_y160_s160,3,Italy_Modena_r001_c010_x1600_y160_s160,3,Italy_Modena_r002_c009_x1440_y320_s160,3,Italy_Modena_r002_c010_x1600_y320_s160,3,4,4,true,true,true,false,false
Italy_Modena_r001_c010_2x2,train,Italy,Modena,1,10,Italy_Modena_r001_c010_x1600_y160_s160,3,Italy_Modena_r001_c011_x1606_y160_s160,3,Italy_Modena_r002_c010_x1600_y320_s160,3,Italy_Modena_r002_c011_x1606_y320_s160,3,4,4,true,true,true,false,false
Italy_Modena_r002_c000_2x2,train,Italy,Modena,2,0,Italy_Modena_r002_c000_x0_y320_s160,3,Italy_Modena_r002_c001_x160_y320_s160,3,Italy_Modena_r003_c000_x0_y480_s160,3,Italy_Modena_r003_c001_x160_y480_s160,3,4,4,true,true,true,true,true
Italy_Modena_r002_c001_2x2,train,Italy,Modena,2,1,Italy_Modena_r002_c001_x160_y320_s160,3,Italy_Modena_r002_c002_x320_y320_s160,3,Italy_Modena_r003_c001_x160_y480_s160,3,Italy_Modena_r003_c002_x320_y480_s160,3,4,4,true,true,true,false,false
Italy_Modena_r002_c002_2x2,train,Italy,Modena,2,2,Italy_Modena_r002_c002_x320_y320_s160,3,Italy_Modena_r002_c003_x480_y320_s160,3,Italy_Modena_r003_c002_x320_y480_s160,3,Italy_Modena_r003_c003_x480_y480_s160,3,4,4,true,true,true,true,true
Italy_Modena_r002_c003_2x2,train,Italy,Modena,2,3,Italy_Modena_r002_c003_x480_y320_s160,3,Italy_Modena_r002_c004_x640_y320_s160,4,Italy_Modena_r003_c003_x480_y480_s160,3,Italy_Modena_r003_c004_x640_y480_s160,4,4,4,true,true,true,false,false
Italy_Modena_r002_c004_2x2,train,Italy,Modena,2,4,Italy_Modena_r002_c004_x640_y320_s160,4,Italy_Modena_r002_c005_x800_y320_s160,4,Italy_Modena_r003_c004_x640_y480_s160,4,Italy_Modena_r003_c005_x800_y480_s160,4,4,4,true,true,true,true,true
Italy_Modena_r002_c005_2x2,train,Italy,Modena,2,5,Italy_Modena_r002_c005_x800_y320_s160,4,Italy_Modena_r002_c006_x960_y320_s160,4,Italy_Modena_r003_c005_x800_y480_s160,4,Italy_Modena_r003_c006_x960_y480_s160,4,4,4,true,true,true,false,false
Italy_Modena_r002_c006_2x2,train,Italy,Modena,2,6,Italy_Modena_r002_c006_x960_y320_s160,4,Italy_Modena_r002_c007_x1120_y320_s160,4,Italy_Modena_r003_c006_x960_y480_s160,4,Italy_Modena_r003_c007_x1120_y480_s160,4,4,4,true,true,true,true,true
Italy_Modena_r002_c007_2x2,train,Italy,Modena,2,7,Italy_Modena_r002_c007_x1120_y320_s160,4,Italy_Modena_r002_c008_x1280_y320_s160,3,Italy_Modena_r003_c007_x1120_y480_s160,4,Italy_Modena_r003_c008_x1280_y480_s160,4,4,4,true,true,true,false,false
Italy_Modena_r002_c008_2x2,train,Italy,Modena,2,8,Italy_Modena_r002_c008_x1280_y320_s160,3,Italy_Modena_r002_c009_x1440_y320_s160,3,Italy_Modena_r003_c008_x1280_y480_s160,4,Italy_Modena_r003_c009_x1440_y480_s160,3,4,4,true,true,true,true,true
Italy_Modena_r002_c009_2x2,train,Italy,Modena,2,9,Italy_Modena_r002_c009_x1440_y320_s160,3,Italy_Modena_r002_c010_x1600_y320_s160,3,Italy_Modena_r003_c009_x1440_y480_s160,3,Italy_Modena_r003_c010_x1600_y480_s160,3,4,4,true,true,true,false,false
Italy_Modena_r002_c010_2x2,train,Italy,Modena,2,10,Italy_Modena_r002_c010_x1600_y320_s160,3,Italy_Modena_r002_c011_x1606_y320_s160,3,Italy_Modena_r003_c010_x1600_y480_s160,3,Italy_Modena_r003_c011_x1606_y480_s160,3,4,4,true,true,true,true,true
Italy_Modena_r003_c000_2x2,train,Italy,Modena,3,0,Italy_Modena_r003_c000_x0_y480_s160,3,Italy_Modena_r003_c001_x160_y480_s160,3,Italy_Modena_r004_c000_x0_y640_s160,3,Italy_Modena_r004_c001_x160_y640_s160,3,4,4,true,true,true,false,false
Italy_Modena_r003_c001_2x2,train,Italy,Modena,3,1,Italy_Modena_r003_c001_x160_y480_s160,3,Italy_Modena_r003_c002_x320_y480_s160,3,Italy_Modena_r004_c001_x160_y640_s160,3,Italy_Modena_r004_c002_x320_y640_s160,3,4,4,true,true,true,false,false
Italy_Modena_r003_c002_2x2,train,Italy,Modena,3,2,Italy_Modena_r003_c002_x320_y480_s160,3,Italy_Modena_r003_c003_x480_y480_s160,3,Italy_Modena_r004_c002_x320_y640_s160,3,Italy_Modena_r004_c003_x480_y640_s160,3,4,4,true,true,true,false,false
Italy_Modena_r003_c003_2x2,train,Italy,Modena,3,3,Italy_Modena_r003_c003_x480_y480_s160,3,Italy_Modena_r003_c004_x640_y480_s160,4,Italy_Modena_r004_c003_x480_y640_s160,3,Italy_Modena_r004_c004_x640_y640_s160,3,4,4,true,true,true,false,false
Italy_Modena_r003_c004_2x2,train,Italy,Modena,3,4,Italy_Modena_r003_c004_x640_y480_s160,4,Italy_Modena_r003_c005_x800_y480_s160,4,Italy_Modena_r004_c004_x640_y640_s160,3,Italy_Modena_r004_c005_x800_y640_s160,4,4,4,true,true,true,false,false
Italy_Modena_r003_c005_2x2,train,Italy,Modena,3,5,Italy_Modena_r003_c005_x800_y480_s160,4,Italy_Modena_r003_c006_x960_y480_s160,4,Italy_Modena_r004_c005_x800_y640_s160,4,Italy_Modena_r004_c006_x960_y640_s160,4,4,4,true,true,true,false,false
Italy_Modena_r003_c006_2x2,train,Italy,Modena,3,6,Italy_Modena_r003_c006_x960_y480_s160,4,Italy_Modena_r003_c007_x1120_y480_s160,4,Italy_Modena_r004_c006_x960_y640_s160,4,Italy_Modena_r004_c007_x1120_y640_s160,4,4,4,true,true,true,false,false
Italy_Modena_r003_c007_2x2,train,Italy,Modena,3,7,Italy_Modena_r003_c007_x1120_y480_s160,4,Italy_Modena_r003_c008_x1280_y480_s160,4,Italy_Modena_r004_c007_x1120_y640_s160,4,Italy_Modena_r004_c008_x1280_y640_s160,3,4,4,true,true,true,false,false
Italy_Modena_r003_c008_2x2,train,Italy,Modena,3,8,Italy_Modena_r003_c008_x1280_y480_s160,4,Italy_Modena_r003_c009_x1440_y480_s160,3,Italy_Modena_r004_c008_x1280_y640_s160,3,Italy_Modena_r004_c009_x1440_y640_s160,3,4,4,true,true,true,false,false
Italy_Modena_r003_c009_2x2,train,Italy,Modena,3,9,Italy_Modena_r003_c009_x1440_y480_s160,3,Italy_Modena_r003_c010_x1600_y480_s160,3,Italy_Modena_r004_c009_x1440_y640_s160,3,Italy_Modena_r004_c010_x1600_y640_s160,3,4,4,true,true,true,false,false
Italy_Modena_r003_c010_2x2,train,Italy,Modena,3,10,Italy_Modena_r003_c010_x1600_y480_s160,3,Italy_Modena_r003_c011_x1606_y480_s160,3,Italy_Modena_r004_c010_x1600_y640_s160,3,Italy_Modena_r004_c011_x1606_y640_s160,3,4,4,true,true,true,false,false
Italy_Modena_r004_c000_2x2,train,Italy,Modena,4,0,Italy_Modena_r004_c000_x0_y640_s160,3,Italy_Modena_r004_c001_x160_y640_s160,3,Italy_Modena_r005_c000_x0_y791_s160,3,Italy_Modena_r005_c001_x160_y791_s160,3,4,4,true,true,true,true,true
Italy_Modena_r004_c001_2x2,train,Italy,Modena,4,1,Italy_Modena_r004_c001_x160_y640_s160,3,Italy_Modena_r004_c002_x320_y640_s160,3,Italy_Modena_r005_c001_x160_y791_s160,3,Italy_Modena_r005_c002_x320_y791_s160,3,4,4,true,true,true,false,false
Italy_Modena_r004_c002_2x2,train,Italy,Modena,4,2,Italy_Modena_r004_c002_x320_y640_s160,3,Italy_Modena_r004_c003_x480_y640_s160,3,Italy_Modena_r005_c002_x320_y791_s160,3,Italy_Modena_r005_c003_x480_y791_s160,3,4,4,true,true,true,true,true
Italy_Modena_r004_c003_2x2,train,Italy,Modena,4,3,Italy_Modena_r004_c003_x480_y640_s160,3,Italy_Modena_r004_c004_x640_y640_s160,3,Italy_Modena_r005_c003_x480_y791_s160,3,Italy_Modena_r005_c004_x640_y791_s160,3,4,4,true,true,true,false,false
Italy_Modena_r004_c004_2x2,train,Italy,Modena,4,4,Italy_Modena_r004_c004_x640_y640_s160,3,Italy_Modena_r004_c005_x800_y640_s160,4,Italy_Modena_r005_c004_x640_y791_s160,3,Italy_Modena_r005_c005_x800_y791_s160,3,4,4,true,true,true,true,true
Italy_Modena_r004_c005_2x2,train,Italy,Modena,4,5,Italy_Modena_r004_c005_x800_y640_s160,4,Italy_Modena_r004_c006_x960_y640_s160,4,Italy_Modena_r005_c005_x800_y791_s160,3,Italy_Modena_r005_c006_x960_y791_s160,3,4,4,true,true,true,false,false
Italy_Modena_r004_c006_2x2,train,Italy,Modena,4,6,Italy_Modena_r004_c006_x960_y640_s160,4,Italy_Modena_r004_c007_x1120_y640_s160,4,Italy_Modena_r005_c006_x960_y791_s160,3,Italy_Modena_r005_c007_x1120_y791_s160,3,4,4,true,true,true,true,true
Italy_Modena_r004_c007_2x2,train,Italy,Modena,4,7,Italy_Modena_r004_c007_x1120_y640_s160,4,Italy_Modena_r004_c008_x1280_y640_s160,3,Italy_Modena_r005_c007_x1120_y791_s160,3,Italy_Modena_r005_c008_x1280_y791_s160,3,4,4,true,true,true,false,false
Italy_Modena_r004_c008_2x2,train,Italy,Modena,4,8,Italy_Modena_r004_c008_x1280_y640_s160,3,Italy_Modena_r004_c009_x1440_y640_s160,3,Italy_Modena_r005_c008_x1280_y791_s160,3,Italy_Modena_r005_c009_x1440_y791_s160,3,4,4,true,true,true,true,true
Italy_Modena_r004_c009_2x2,train,Italy,Modena,4,9,Italy_Modena_r004_c009_x1440_y640_s160,3,Italy_Modena_r004_c010_x1600_y640_s160,3,Italy_Modena_r005_c009_x1440_y791_s160,3,Italy_Modena_r005_c010_x1600_y791_s160,3,4,4,true,true,true,false,false
Italy_Modena_r004_c010_2x2,train,Italy,Modena,4,10,Italy_Modena_r004_c010_x1600_y640_s160,3,Italy_Modena_r004_c011_x1606_y640_s160,3,Italy_Modena_r005_c010_x1600_y791_s160,3,Italy_Modena_r005_c011_x1606_y791_s160,3,4,4,true,true,true,true,true
Italy_Naples_r000_c000_2x2,train,Italy,Naples,0,0,Italy_Naples_r000_c000_x0_y0_s160,3,Italy_Naples_r000_c001_x160_y0_s160,3,Italy_Naples_r001_c000_x0_y160_s160,5,Italy_Naples_r001_c001_x160_y160_s160,5,2,2,false,true,false,true,false
Italy_Naples_r000_c001_2x2,train,Italy,Naples,0,1,Italy_Naples_r000_c001_x160_y0_s160,3,Italy_Naples_r000_c002_x320_y0_s160,5,Italy_Naples_r001_c001_x160_y160_s160,5,Italy_Naples_r001_c002_x320_y160_s160,5,1,1,false,true,false,false,false
Italy_Naples_r000_c002_2x2,train,Italy,Naples,0,2,Italy_Naples_r000_c002_x320_y0_s160,5,Italy_Naples_r000_c003_x480_y0_s160,5,Italy_Naples_r001_c002_x320_y160_s160,5,Italy_Naples_r001_c003_x480_y160_s160,5,0,0,false,false,false,true,false
Italy_Naples_r000_c003_2x2,train,Italy,Naples,0,3,Italy_Naples_r000_c003_x480_y0_s160,5,Italy_Naples_r000_c004_x640_y0_s160,5,Italy_Naples_r001_c003_x480_y160_s160,5,Italy_Naples_r001_c004_x640_y160_s160,5,0,0,false,false,false,false,false
