patch_id,split,country,city,row,col,x0,y0,patch_size,stride,coarse_label,coarse_label_name,sar_path,optical_path,dem_path,slope_path,source_s1_mosaic,source_s2_mosaic
Italy_Padua_r007_c000_x0_y1120_s160,test,Italy,Padua,7,0,0,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c000_x0_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c000_x0_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c000_x0_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c000_x0_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c001_x160_y1120_s160,test,Italy,Padua,7,1,160,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c001_x160_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c001_x160_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c001_x160_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c001_x160_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c002_x320_y1120_s160,test,Italy,Padua,7,2,320,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c002_x320_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c002_x320_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c002_x320_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c002_x320_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c003_x480_y1120_s160,test,Italy,Padua,7,3,480,1120,256,160,4,dense_built_up,test/SAR_tif/Italy_Padua_r007_c003_x480_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c003_x480_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c003_x480_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c003_x480_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c004_x640_y1120_s160,test,Italy,Padua,7,4,640,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c004_x640_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c004_x640_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c004_x640_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c004_x640_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c005_x800_y1120_s160,test,Italy,Padua,7,5,800,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c005_x800_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c005_x800_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c005_x800_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c005_x800_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c006_x960_y1120_s160,test,Italy,Padua,7,6,960,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c006_x960_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c006_x960_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c006_x960_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c006_x960_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c007_x1120_y1120_s160,test,Italy,Padua,7,7,1120,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c007_x1120_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c007_x1120_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c007_x1120_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c007_x1120_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c008_x1280_y1120_s160,test,Italy,Padua,7,8,1280,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c008_x1280_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c008_x1280_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c008_x1280_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c008_x1280_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c009_x1440_y1120_s160,test,Italy,Padua,7,9,1440,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c009_x1440_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c009_x1440_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c009_x1440_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c009_x1440_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c010_x1600_y1120_s160,test,Italy,Padua,7,10,1600,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c010_x1600_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c010_x1600_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c010_x1600_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c010_x1600_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c011_x1760_y1120_s160,test,Italy,Padua,7,11,1760,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c011_x1760_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c011_x1760_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c011_x1760_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c011_x1760_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r007_c012_x1780_y1120_s160,test,Italy,Padua,7,12,1780,1120,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r007_c012_x1780_y1120_s160_SAR.tif,test/Optical_tif/Italy_Padua_r007_c012_x1780_y1120_s160_OPT.tif,dem_tif/test/Italy_Padua_r007_c012_x1780_y1120_s160_DEM.tif,dem_tif/test/Italy_Padua_r007_c012_x1780_y1120_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c000_x0_y1280_s160,test,Italy,Padua,8,0,0,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c000_x0_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c000_x0_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c000_x0_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c000_x0_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c001_x160_y1280_s160,test,Italy,Padua,8,1,160,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c001_x160_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c001_x160_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c001_x160_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c001_x160_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c002_x320_y1280_s160,test,Italy,Padua,8,2,320,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c002_x320_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c002_x320_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c002_x320_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c002_x320_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c003_x480_y1280_s160,test,Italy,Padua,8,3,480,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c003_x480_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c003_x480_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c003_x480_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c003_x480_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c004_x640_y1280_s160,test,Italy,Padua,8,4,640,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c004_x640_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c004_x640_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c004_x640_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c004_x640_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c005_x800_y1280_s160,test,Italy,Padua,8,5,800,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c005_x800_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c005_x800_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c005_x800_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c005_x800_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c006_x960_y1280_s160,test,Italy,Padua,8,6,960,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c006_x960_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c006_x960_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c006_x960_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c006_x960_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c007_x1120_y1280_s160,test,Italy,Padua,8,7,1120,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c007_x1120_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c007_x1120_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c007_x1120_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c007_x1120_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c008_x1280_y1280_s160,test,Italy,Padua,8,8,1280,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c008_x1280_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c008_x1280_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c008_x1280_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c008_x1280_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c009_x1440_y1280_s160,test,Italy,Padua,8,9,1440,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c009_x1440_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c009_x1440_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c009_x1440_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c009_x1440_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c010_x1600_y1280_s160,test,Italy,Padua,8,10,1600,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c010_x1600_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c010_x1600_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c010_x1600_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c010_x1600_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c011_x1760_y1280_s160,test,Italy,Padua,8,11,1760,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c011_x1760_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c011_x1760_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c011_x1760_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c011_x1760_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r008_c012_x1780_y1280_s160,test,Italy,Padua,8,12,1780,1280,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r008_c012_x1780_y1280_s160_SAR.tif,test/Optical_tif/Italy_Padua_r008_c012_x1780_y1280_s160_OPT.tif,dem_tif/test/Italy_Padua_r008_c012_x1780_y1280_s160_DEM.tif,dem_tif/test/Italy_Padua_r008_c012_x1780_y1280_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c000_x0_y1401_s160,test,Italy,Padua,9,0,0,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c000_x0_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c000_x0_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c000_x0_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c000_x0_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c001_x160_y1401_s160,test,Italy,Padua,9,1,160,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c001_x160_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c001_x160_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c001_x160_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c001_x160_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c002_x320_y1401_s160,test,Italy,Padua,9,2,320,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c002_x320_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c002_x320_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c002_x320_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c002_x320_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c003_x480_y1401_s160,test,Italy,Padua,9,3,480,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c003_x480_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c003_x480_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c003_x480_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c003_x480_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c004_x640_y1401_s160,test,Italy,Padua,9,4,640,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c004_x640_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c004_x640_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c004_x640_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c004_x640_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c005_x800_y1401_s160,test,Italy,Padua,9,5,800,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c005_x800_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c005_x800_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c005_x800_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c005_x800_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c006_x960_y1401_s160,test,Italy,Padua,9,6,960,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c006_x960_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c006_x960_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c006_x960_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c006_x960_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c007_x1120_y1401_s160,test,Italy,Padua,9,7,1120,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c007_x1120_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c007_x1120_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c007_x1120_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c007_x1120_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c008_x1280_y1401_s160,test,Italy,Padua,9,8,1280,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c008_x1280_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c008_x1280_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c008_x1280_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c008_x1280_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c009_x1440_y1401_s160,test,Italy,Padua,9,9,1440,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c009_x1440_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c009_x1440_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c009_x1440_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c009_x1440_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c010_x1600_y1401_s160,test,Italy,Padua,9,10,1600,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c010_x1600_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c010_x1600_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c010_x1600_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c010_x1600_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c011_x1760_y1401_s160,test,Italy,Padua,9,11,1760,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c011_x1760_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c011_x1760_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c011_x1760_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c011_x1760_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Padua_r009_c012_x1780_y1401_s160,test,Italy,Padua,9,12,1780,1401,256,160,3,sparse_built_up,test/SAR_tif/Italy_Padua_r009_c012_x1780_y1401_s160_SAR.tif,test/Optical_tif/Italy_Padua_r009_c012_x1780_y1401_s160_OPT.tif,dem_tif/test/Italy_Padua_r009_c012_x1780_y1401_s160_DEM.tif,dem_tif/test/Italy_Padua_r009_c012_x1780_y1401_s160_SLOPE.tif,Italy_Padua_S1_2023-02-15_2023-02-15_05_19_18_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Padua_S2_2023-02-12_2023-02-12_10_18_08_RGB_BuiltUpMain.tif
Italy_Palermo_r000_c000_x0_y0_s160,train,Italy,Palermo,0,0,0,0,256,160,4,dense_built_up,train/SAR_tif/Italy_Palermo_r000_c000_x0_y0_s160_SAR.tif,train/Optical_tif/Italy_Palermo_r000_c000_x0_y0_s160_OPT.tif,dem_tif/train/Italy_Palermo_r000_c000_x0_y0_s160_DEM.tif,dem_tif/train/Italy_Palermo_r000_c000_x0_y0_s160_SLOPE.tif,Italy_Palermo_S1_2023-03-18_2023-03-18_05_13_11_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Palermo_S2_2023-03-18_2023-03-18_10_00_07_RGB_BuiltUpMain.tif
Italy_Palermo_r000_c001_x160_y0_s160,train,Italy,Palermo,0,1,160,0,256,160,4,dense_built_up,train/SAR_tif/Italy_Palermo_r000_c001_x160_y0_s160_SAR.tif,train/Optical_tif/Italy_Palermo_r000_c001_x160_y0_s160_OPT.tif,dem_tif/train/Italy_Palermo_r000_c001_x160_y0_s160_DEM.tif,dem_tif/train/Italy_Palermo_r000_c001_x160_y0_s160_SLOPE.tif,Italy_Palermo_S1_2023-03-18_2023-03-18_05_13_11_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Palermo_S2_2023-03-18_2023-03-18_10_00_07_RGB_BuiltUpMain.tif
Italy_Palermo_r000_c002_x320_y0_s160,train,Italy,Palermo,0,2,320,0,256,160,3,sparse_built_up,train/SAR_tif/Italy_Palermo_r000_c002_x320_y0_s160_SAR.tif,train/Optical_tif/Italy_Palermo_r000_c002_x320_y0_s160_OPT.tif,dem_tif/train/Italy_Palermo_r000_c002_x320_y0_s160_DEM.tif,dem_tif/train/Italy_Palermo_r000_c002_x320_y0_s160_SLOPE.tif,Italy_Palermo_S1_2023-03-18_2023-03-18_05_13_11_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Palermo_S2_2023-03-18_2023-03-18_10_00_07_RGB_BuiltUpMain.tif
Italy_Palermo_r000_c003_x480_y0_s160,train,Italy,Palermo,0,3,480,0,256,160,3,sparse_built_up,train/SAR_tif/Italy_Palermo_r000_c003_x480_y0_s160_SAR.tif,train/Optical_tif/Italy_Palermo_r000_c003_x480_y0_s160_OPT.tif,dem_tif/train/Italy_Palermo_r000_c003_x480_y0_s160_DEM.tif,dem_tif/train/Italy_Palermo_r000_c003_x480_y0_s160_SLOPE.tif,Italy_Palermo_S1_2023-03-18_2023-03-18_05_13_11_DESCENDING_VVplusVH_BuiltUpMain.tif,Italy_Palermo_S2_2023-03-18_2023-03-18_10_00_07_RGB_BuiltUpMain.tif
